filename,X1,Y1,X2,Y2,X3,Y3,X4,Y4,type
1706d89e6e174cddac820a0f58a3ec20.jpg,2796.461,1098.2532,2928.9465,1098.2532,2928.9465,1213.765,2796.461,1213.765,1
187c579c789949a889caaa7832f0facc.jpg,0,0,0,0,0,0,0,0,0
3f9d81e89ba943368249e9e9b66867a6.jpg,0,0,0,0,0,0,0,0,0
4d3cd3af2a4c429facdd460442dfe50d.jpg,158.90205,1324.2875,321.4718,1324.2875,321.4718,1448.9368,158.90205,1448.9368,19
76b42eb80ec54c8d819acc0c52eb7656.jpg,0,0,0,0,0,0,0,0,0
76ebb78be6534a70a974c684b28b5c64.jpg,0,0,0,0,0,0,0,0,0
86b483028d33472f89d6c6cecc19a809.jpg,0,0,0,0,0,0,0,0,0
9372e143d4ad4ae89e216a7aa0b42f40.jpg,0,0,0,0,0,0,0,0,0
974f4483761a4ae79636e56e57e8ba11.jpg,0,0,0,0,0,0,0,0,0
a468fca03af7419189de25d17ae083ec.jpg,0,0,0,0,0,0,0,0,0
ded57aafa4784aa68f836d7319110960.jpg,0,0,0,0,0,0,0,0,0
e5094d4f5c974db9a2126f564d916f97.jpg,0,0,0,0,0,0,0,0,0
00239af45e8a4448935ef3d78d5d339e.jpg,1272.7715,554.348,1314.7144,554.348,1314.7144,598.9287,1272.7715,598.9287,1
005024d9d41346b9a7494ae95e3fb8d4.jpg,970.7911,1257.441,1000.5974,1257.441,1000.5974,1284.3936,970.7911,1284.3936,1
00e0b5005fef46b7ad6e3208b9274e35.jpg,1383.1478,756.74756,1473.4375,756.74756,1473.4375,847.11,1383.1478,847.11,1
010e7f5d1fa04e078a7e998d9d512085.jpg,1266.4003,511.40796,1308.0164,511.40796,1308.0164,557.6885,1266.4003,557.6885,1
0110901e98f84d8da194b87742c9e904.jpg,550.4656,1022.3997,607.52826,1022.3997,607.52826,1077.7537,550.4656,1077.7537,1
011d4b2badd941af934663c772e207b6.jpg,615.8648,939.0742,646.32184,939.0742,646.32184,969.50885,615.8648,969.50885,1
01708d9a241046498e1d713b39b75e97.jpg,974.2121,1227.5144,1018.4297,1227.5144,1018.4297,1277.0272,974.2121,1277.0272,1
01c26f772e004f4bafbf972ef24efaaa.jpg,1250.0546,448.1354,1324.4703,448.1354,1324.4703,521.69574,1250.0546,521.69574,1
01d0ddd240fc43e6872b1238a0ee8515.jpg,1004.33655,603.7395,1055.4529,603.7395,1055.4529,656.6759,1004.33655,656.6759,1
02559e3a6c854fec9664af350d28a24c.jpg,2464.4045,916.8309,2569.4558,916.8309,2569.4558,1019.3081,2464.4045,1019.3081,1
0258aeab438a4a43b894fdacf1442565.jpg,1147.6577,1006.42914,1195.3118,1006.42914,1195.3118,1052.0502,1147.6577,1052.0502,1
02c22752c847450c808364f7608a756e.jpg,1839.3461,757.5943,1877.9088,757.5943,1877.9088,795.7778,1839.3461,795.7778,1
02ff8ea0fba44374815acf7abbc00d8a.jpg,527.044,870.29584,566.42523,870.29584,566.42523,908.4457,527.044,908.4457,1
0329e091fe0641778c66f604fc575a75.jpg,1496.7213,1161.4623,1535.9087,1161.4623,1535.9087,1209.4061,1496.7213,1209.4061,1
0342bbd79c16425481ac8e5251a8e13c.jpg,2017.1455,555.9257,2133.5002,555.9257,2133.5002,666.4177,2017.1455,666.4177,1
034e1a7dff054f9ea821259c6456ea18.jpg,1788.3911,977.0044,1819.7606,977.0044,1819.7606,1007.8378,1788.3911,1007.8378,1
03e04fb5265e44789e544f87ae7bcd3f.jpg,796.9719,1037.9202,831.77496,1037.9202,831.77496,1074.9027,796.9719,1074.9027,1
051ce87a36374e87a8f24352af73e9a8.jpg,1473.8866,567.01,1505.8838,567.01,1505.8838,601.8403,1473.8866,601.8403,1
0529b6d147024466bcaefccab692d462.jpg,1250.999,867.33307,1301.3816,867.33307,1301.3816,917.9165,1250.999,917.9165,1
0532b6bc7cb340baae7dcde22793668d.jpg,633.5368,508.87585,695.5724,508.87585,695.5724,566.87683,633.5368,566.87683,1
059f163c1d5f40de9538328d6d36e6a2.jpg,613.7819,682.13226,708.38275,682.13226,708.38275,772.6641,613.7819,772.6641,1
05c8322f81554c029179ae2979243c74.jpg,1163.3099,593.3431,1197.6647,593.3431,1197.6647,626.24445,1163.3099,626.24445,1
060bf27f3ee44988927d20fc3fa037b9.jpg,1793.0393,1318.7163,1849.4089,1318.7163,1849.4089,1375.9806,1793.0393,1375.9806,1
066d7162612344449bf2b938c0ea848f.jpg,1503.3735,489.1282,1539.9753,489.1282,1539.9753,528.43964,1503.3735,528.43964,1
06f25d52246d4275b03f46215bddc022.jpg,1396.7222,836.51776,1451.4983,836.51776,1451.4983,890.61017,1396.7222,890.61017,1
07598d08c6344896ab2ae42f438bebb2.jpg,1182.6768,875.4137,1204.4441,875.4137,1204.4441,900.2897,1182.6768,900.2897,1
0773615a42d24a289f5c2a05553d3d62.jpg,1645.6337,776.1848,1685.9702,776.1848,1685.9702,818.63654,1645.6337,818.63654,1
07838bce65f842d380ca81a1b95925c4.jpg,2124.7588,590.75635,2217.87,590.75635,2217.87,680.63153,2124.7588,680.63153,1
07a739dc9b02438590ef49a4a3d0bac7.jpg,1112.7649,1294.1543,1136.4104,1294.1543,1136.4104,1320.5695,1112.7649,1320.5695,1
0803958d8c114f12a33780b502843a5d.jpg,1651.7902,1046.0415,1678.4783,1046.0415,1678.4783,1076.876,1651.7902,1076.876,1
0823e3021ce64d02ac44974cbe37cf9d.jpg,897.3379,1111.8217,930.848,1111.8217,930.848,1145.8839,897.3379,1145.8839,1
0839740349f64c448b3e1e830e4a53c8.jpg,2037.4219,789.57794,2093.7122,789.57794,2093.7122,843.8862,2037.4219,843.8862,1
08c31320396843fa811bcc0c31c2fdd9.jpg,544.4348,722.1059,579.77704,722.1059,579.77704,751.9438,544.4348,751.9438,1
08dfec664ebb4d968788fa881e207f7b.jpg,1920.3447,1100.3198,2003.3757,1100.3198,2003.3757,1180.8663,1920.3447,1180.8663,1
0934484eebee457f880f9210449438ad.jpg,620.6559,1005.2744,688.73096,1005.2744,688.73096,1064.4802,620.6559,1064.4802,1
09b44bc1dec84002bb0d1ea259b4b9f5.jpg,1465.435,400.8504,1551.3405,400.8504,1551.3405,500.82684,1465.435,500.82684,1
09d27253819f49809e2f4724c0c402cd.jpg,974.6872,996.34827,1004.6222,996.34827,1004.6222,1024.1462,974.6872,1024.1462,1
09e2ea8ad68f414a8f1c4187d40aa899.jpg,1240.638,1204.539,1288.7189,1204.539,1288.7189,1252.7848,1240.638,1252.7848,1
0a2688611cbe49c3807e7a3ab4496ca1.jpg,898.78406,521.5008,927.1049,521.5008,927.1049,548.0472,898.78406,548.0472,1
0a47240259684a7d8d81eda69210f278.jpg,612.7996,772.3117,645.51556,772.3117,645.51556,804.81055,612.7996,804.81055,1
0a487a0cae8a49d385f5fa5a7e533290.jpg,1795.0719,976.2009,1839.875,976.2009,1839.875,1023.093,1795.0719,1023.093,1
0a70ba185a6e425f8e5f0e7be03dadb1.jpg,1006.7932,698.39734,1050.1553,698.39734,1050.1553,738.15814,1006.7932,738.15814,1
0a8a83e5c35148809dfcda29fd64c9db.jpg,1043.5161,1281.4425,1076.8772,1281.4425,1076.8772,1314.9249,1043.5161,1314.9249,1
0ab18358c44d48649ac38328922e176e.jpg,1913.627,967.31866,1946.473,967.31866,1946.473,1001.3717,1913.627,1001.3717,1
0ad78e43406d47a18400041780daa14b.jpg,1256.6196,1191.614,1283.0325,1191.614,1283.0325,1216.8636,1256.6196,1216.8636,1
0adfac2c0f8e4e42be9ddaa0cce6717e.jpg,681.32556,1027.8263,713.09845,1027.8263,713.09845,1062.8748,681.32556,1062.8748,1
0af55f6e20384e4db95684cec5565390.jpg,926.8571,575.3352,974.8296,575.3352,974.8296,624.1478,926.8571,624.1478,1
0aff2e215d824750a4b18d28dbac4516.jpg,1243.7852,932.3799,1281.2157,932.3799,1281.2157,968.82983,1243.7852,968.82983,1
0b00b6475f644f6fb8ad7eb53689d9cb.jpg,1651.3167,411.6577,1698.2019,411.6577,1698.2019,460.57007,1651.3167,460.57007,1
0b223e3081f3493a8f70a22c12d648c5.jpg,821.11206,495.7763,871.1463,495.7763,871.1463,542.5631,821.11206,542.5631,1
0b3cd4cc6828444cb886efe1cb794bb7.jpg,1331.918,1141.7072,1379.3761,1141.7072,1379.3761,1188.7068,1331.918,1188.7068,1
0b62935c692a4e8793dc11a19306e44e.jpg,991.7996,461.72327,1057.5745,461.72327,1057.5745,529.13574,991.7996,529.13574,1
0b719d9508fb4d7e8154d05c4105e5a2.jpg,1303.4305,1062.9255,1341.4293,1062.9255,1341.4293,1100.2991,1303.4305,1100.2991,1
0ba6cc3518da4131b48342492e780bd9.jpg,1471.5916,441.98447,1514.3567,441.98447,1514.3567,486.53955,1471.5916,486.53955,1
0bdacf31eb84407d9eb7dfc2668bb87b.jpg,1260.9518,434.16385,1289.898,434.16385,1289.898,462.46313,1260.9518,462.46313,1
0bf2c1b2a7f04cfc81ce3969fd5bf3e7.jpg,2299.2415,695.78827,2393.9417,695.78827,2393.9417,786.0754,2299.2415,786.0754,1
0c3943b168674db8b61a0734635e477b.jpg,1381.4381,1153.9843,1426.9598,1153.9843,1426.9598,1199.7303,1381.4381,1199.7303,1
0c4060f6a1a44fb087e300bff746a795.jpg,2682.742,794.3933,2804.5317,794.3933,2804.5317,893.5865,2682.742,893.5865,1
0c6128d08cea4c8097079386d70244e8.jpg,1693.6547,905.3436,1782.6836,905.3436,1782.6836,996.29285,1693.6547,996.29285,1
0c8661732ff84d019251c6a22c2851b0.jpg,0,1032.0673,139.01657,1032.0673,139.01657,1140.4607,0,1140.4607,1
0d45b67775d54bfd8c94670dff7d37b3.jpg,1760.4241,1188.6615,1792.7266,1188.6615,1792.7266,1220.2283,1760.4241,1220.2283,1
0d51eb2dac0c42c3981367185b38722a.jpg,2218.174,477.38406,2286.1167,477.38406,2286.1167,540.16504,2218.174,540.16504,1
0dddd86b4fad4268a40c72e3874b7111.jpg,1887.8079,406.07874,1968.0731,406.07874,1968.0731,490.1601,1887.8079,490.1601,1
0deb82bb718c4b81876acbfb85566787.jpg,1145.7019,1113.2253,1171.8541,1113.2253,1171.8541,1138.9379,1145.7019,1138.9379,1
0e3787a1db1c42a2b12b3f4f5de0709e.jpg,1461.4359,1082.0054,1507.9227,1082.0054,1507.9227,1129.0758,1461.4359,1129.0758,1
0e78923c06c148278a5b7e4486b67bb4.jpg,2149.9602,481.84683,2227.1548,481.84683,2227.1548,555.82825,2149.9602,555.82825,1
0eb68e982582430989fd4f31e2fa6249.jpg,778.6368,970.8365,802.63684,970.8365,802.63684,997.89825,778.6368,997.89825,1
0f2b7dc9abe146a59baa36735bba515c.jpg,1671.6129,1262.8987,1700.7693,1262.8987,1700.7693,1292.156,1671.6129,1292.156,1
0f45812589004cf39fa1a40c79d2f817.jpg,1211.3738,659.93835,1256.2534,659.93835,1256.2534,703.9136,1211.3738,703.9136,1
0f49620ae1f74dd888ca289e07a545f7.jpg,1277.8894,1101.9867,1307.1771,1101.9867,1307.1771,1132.2754,1277.8894,1132.2754,1
0f91e36897724722b11f6cb9ee8d2a54.jpg,638.14557,1117.1217,676.6987,1117.1217,676.6987,1150.0259,638.14557,1150.0259,1
1015d96bc9934fdabd6d8f09ca137511.jpg,1639.4149,595.5469,1689.1191,595.5469,1689.1191,647.23975,1639.4149,647.23975,1
1093258349944e20b379fb4167d453c9.jpg,553.3357,1088.3004,589.60345,1088.3004,589.60345,1116.9602,553.3357,1116.9602,1
1129d5ae543649ff8306b093ee31ae7d.jpg,1201.9651,497.68527,1229.6492,497.68527,1229.6492,527.0527,1201.9651,527.0527,1
11396024d6d94465905b532c0b54d556.jpg,973.1157,964.1064,1015.5437,964.1064,1015.5437,1009.8881,973.1157,1009.8881,1
1140c13ff9724b4182f4c428200b4983.jpg,735.17,1053.3617,768.6167,1053.3617,768.6167,1086.885,735.17,1086.885,1
11442e9179cb47468b7a462b1a37d8f2.jpg,1079.7404,491.76993,1160.5092,491.76993,1160.5092,570.6722,1079.7404,570.6722,1
1166965e6e2a46a8b2aa9baa0f6851a6.jpg,845.1715,1070.9122,882.3634,1070.9122,882.3634,1104.4215,845.1715,1104.4215,1
11b1efe978684fcaa7963506cdd9bcd0.jpg,2730.0369,716.44196,2832.6948,716.44196,2832.6948,806.8971,2730.0369,806.8971,1
11d4c2089ba34378b8930f1502e38e59.jpg,614.044,662.2455,671.01324,662.2455,671.01324,724.49146,614.044,724.49146,1
120e11afba5848bfa62666e041181e77.jpg,1003.106,861.3678,1035.9803,861.3678,1035.9803,891.8284,1003.106,891.8284,1
1227910aa7ee4c60b0f60c4c0e5c5284.jpg,1160.6595,1056.5244,1181.413,1056.5244,1181.413,1081.7664,1160.6595,1081.7664,1
123851fe7f344f28ba91f4d7bbf7efe8.jpg,961.6398,1180.7004,998.3404,1180.7004,998.3404,1214.2087,961.6398,1214.2087,1
124aca1476c14102b9978290bbc07659.jpg,770.35706,1116.4491,802.845,1116.4491,802.845,1146.443,770.35706,1146.443,1
1269ec4149cd41e4b41c024b4e5432cb.jpg,955.17535,815.0208,984.2533,815.0208,984.2533,843.0134,955.17535,843.0134,1
128875f5f0cf4582b1ecaa5edceb0973.jpg,1259.5411,486.52682,1314.8188,486.52682,1314.8188,541.6802,1259.5411,541.6802,1
1317d86e79db44ecb978979fdea41625.jpg,1207.4734,941.67816,1259.3844,941.67816,1259.3844,998.8606,1207.4734,998.8606,1
13a6479de6cc4047b1cb48e1be3a20a2.jpg,1287.3243,768.84265,1313.7079,768.84265,1313.7079,796.7227,1287.3243,796.7227,1
13bf89a028974ff581131343053bf7bc.jpg,1540.5328,551.9879,1600.2025,551.9879,1600.2025,613.7431,1540.5328,613.7431,1
